date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:55:48	18544/18544	---M-Z	200	added ('OK')	text/html	etag:%224870-6400a34d-3551f822fde7cdb5;gz%22	https://designarc.biz/demos/cake/theme/cake-html/portfolio-full-width.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/portfolio-full-width.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:49	22407/22407	---M-Z	200	added ('OK')	text/html	etag:%225787-6400a34d-10428b44a8627679;gz%22	https://designarc.biz/demos/cake/theme/cake-html/faq.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/faq.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:49	19063/19063	---M-Z	200	added ('OK')	text/html	etag:%224a77-6400a34d-92a8eb120c18017a;gz%22	https://designarc.biz/demos/cake/theme/cake-html/what-we-make.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/what-we-make.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:50	17095/17095	---M-Z	200	added ('OK')	text/html	etag:%2242c7-6400a34d-c5898ef730045def;gz%22	https://designarc.biz/demos/cake/theme/cake-html/special.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/special.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:51	6889/6889	---M-Z	200	added ('OK')	text/html	etag:%221ae9-6400a34d-e8cf9192b39ee5e6;gz%22	https://designarc.biz/demos/cake/theme/cake-html/404.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/404.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:52	5805/5805	---M-Z	200	added ('OK')	text/html	etag:%2216ad-6400a34d-a95af42986aedb60;gz%22	https://designarc.biz/demos/cake/theme/cake-html/comming-soon.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/comming-soon.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:52	23298/23298	---M-Z	200	added ('OK')	text/html	etag:%225b02-6400a34d-3e31a59ef5d3a4db;gz%22	https://designarc.biz/demos/cake/theme/cake-html/blog.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/blog.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:53	22431/22431	---M-Z	200	added ('OK')	text/html	etag:%22579f-6400a34d-955648d8dfce673e;gz%22	https://designarc.biz/demos/cake/theme/cake-html/blog-2column.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/blog-2column.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:54	23531/23531	---M-Z	200	added ('OK')	text/html	etag:%225beb-6400a34d-7274dd240c2815e6;gz%22	https://designarc.biz/demos/cake/theme/cake-html/single-blog.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/single-blog.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:55	24100/24100	---M-Z	200	added ('OK')	text/html	etag:%225e24-6400a34d-f37d00d754bb8cb;gz%22	https://designarc.biz/demos/cake/theme/cake-html/shop.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/shop.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:56	20731/20731	---M-Z	200	added ('OK')	text/html	etag:%2250fb-6400a34d-52f7866041eff166;gz%22	https://designarc.biz/demos/cake/theme/cake-html/product-details.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/product-details.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:56	16040/16040	---M-Z	200	added ('OK')	text/html	etag:%223ea8-6400a34d-6e196628edddf1e;gz%22	https://designarc.biz/demos/cake/theme/cake-html/cart.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/cart.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:57	21092/21092	---M-Z	200	added ('OK')	text/html	etag:%225264-6400a34d-be1dd16a042b016c;gz%22	https://designarc.biz/demos/cake/theme/cake-html/checkout.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/checkout.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:58	18181/18181	---M-Z	200	added ('OK')	text/html	etag:%224705-6400a34d-1dd67b5d7af323c2;gz%22	https://designarc.biz/demos/cake/theme/cake-html/contact.html	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/contact.html	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:55:59	136857/136857	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:41%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/home-slider/slider-1.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/home-slider/slider-1.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:01	97266/97266	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:42%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/home-slider/slider-2.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/home-slider/slider-2.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:02	38642/38642	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:43%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/cake-feature/welcome-right.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/cake-feature/welcome-right.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:03	13991/13991	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:44%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/cake-feature/c-feature-1.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/cake-feature/c-feature-1.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:04	24150/24150	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:45%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/cake-feature/c-feature-2.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/cake-feature/c-feature-2.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:05	24391/24391	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:46%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/cake-feature/c-feature-3.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/cake-feature/c-feature-3.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:06	16519/16519	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:47%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/cake-feature/c-feature-4.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/cake-feature/c-feature-4.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:08	155994/155994	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Oct%202023%2003:25:49%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/recipe/recipe-1.png	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/recipe/recipe-1.png	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:08	13718/13718	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Oct%202023%2003:25:50%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/client/client-1.png	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/client/client-1.png	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:09	12248/12248	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:51%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/chef/chef-1.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/chef/chef-1.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:10	13384/13384	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:51%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/chef/chef-2.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/chef/chef-2.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:11	14571/14571	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:52%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/chef/chef-3.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/chef/chef-3.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:12	28458/28458	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:53%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/blog/latest-news/l-news-1.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/blog/latest-news/l-news-1.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:13	26397/26397	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:54%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/blog/latest-news/l-news-2.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/blog/latest-news/l-news-2.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:14	23936/23936	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202023%2003:25:55%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/blog/latest-news/l-news-3.jpg	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/blog/latest-news/l-news-3.jpg	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:15	5086/5086	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Oct%202023%2003:25:56%20GMT	https://designarc.biz/demos/cake/theme/cake-html/img/footer-logo.png	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/img/footer-logo.png	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:16	86659/86659	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215283-6400a34d-dfe83710608afced;gz%22	https://designarc.biz/demos/cake/theme/cake-html/js/jquery-3.2.1.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/js/jquery-3.2.1.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:16	19188/19188	---M-Z	200	added ('OK')	application/x-javascript	etag:%224af4-6400a34d-9f366b64a50c0af0;gz%22	https://designarc.biz/demos/cake/theme/cake-html/js/popper.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/js/popper.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:17	48944/48944	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bf30-6400a34d-40116ecf790a3ec8;gz%22	https://designarc.biz/demos/cake/theme/cake-html/js/bootstrap.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/js/bootstrap.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:18	107526/107526	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a406-6400a34d-e0fbf893124f4bd9;gz%22	https://designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/jquery.themepunch.tools.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/jquery.themepunch.tools.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:19	62656/62656	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f4c0-6400a34d-c99e3ebcec904ccd;gz%22	https://designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/jquery.themepunch.revolution.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/jquery.themepunch.revolution.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:20	8901/8901	---M-Z	200	added ('OK')	application/x-javascript	etag:%2222c5-6400a34d-b8cb2c84f99419fc;gz%22	https://designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.actions.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.actions.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:20	23869/23869	---M-Z	200	added ('OK')	application/x-javascript	etag:%225d3d-6400a34d-631dea8c459f545;gz%22	https://designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.video.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.video.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:21	28418/28418	---M-Z	200	added ('OK')	application/x-javascript	etag:%226f02-6400a34d-e9b0ff0f1986e02d;gz%22	https://designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.slideanims.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:22	50176/50176	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c400-6400a34d-295f3ea802327d31;gz%22	https://designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.layeranimation.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:23	26071/26071	---M-Z	200	added ('OK')	application/x-javascript	etag:%2265d7-6400a34d-38efbf4af37b6f63;gz%22	https://designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.navigation.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/vendors/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
08:56:24	42766/42766	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a70e-6400a34d-d3106744d8d8c6fe;gz%22	https://designarc.biz/demos/cake/theme/cake-html/vendors/owl-carousel/owl.carousel.min.js	C:/Users/Prashant%20Zagade/Desktop/xamp/htdocs/chocolate%20cake/designarc.biz/demos/cake/theme/cake-html/vendors/owl-carousel/owl.carousel.min.js	(from https://designarc.biz/demos/cake/theme/cake-html/index.html)
